Códigos UNSPSC,Descripción,Fecha estimada de inicio de proceso de selección,Duración estimada del contrato,Modalidad de selección,Fuente de los recursos,Valor total estimado,Valor estimado en la vigencia actual,¿Se requieren vigencias futuras?,Estado de solicitud de vigencias futuras,Datos de contacto del responsable
85101701 - 85101702,CONTRATACIÓN PARA LA IMPLEMENTACIÓN DEL PLAN TERRITORIAL DE SALUD EN UN 100%,Febrero - Diciembre,11 Meses,Contratación directa,Recursos propios,16102000,16102000,N/A,N/A,Ana Delcy Granados Oyola       secretariadesalud@puertolibertador-cordoba.gov.co
72141119,CONTRATACIÓN PARA LA EJECUCIÓN DE PROYECTOS DE AGUA POTABLE Y SANEAMIENTO BÁSICO,Mayo - Agosto,3 meses,Licitación Pública,SGP APSB y otros,948611000,948611000,N/A,N/A,PEDRO ANTONIO OCHOA DE LA OSSA  sec.infraestructura@puertolibertador-cordoba.gov.co     secretariadeinfraestructura@puertolibertador-cordoba.gov.co
72141119,CONTRATACIÓN PARA  INTERVENTORÍA TÉCNICA Y ADMINISTRATIVA PARA LOS CONTRATOS DE EJECUCION DE PROYECTOS DE AGIUA POTABLE Y SANEAMIENTO BÁSICO,Mayo - Agosto,3 meses,Concurso de Méritos,Otros,105401000,105401000,N/A,N/A,PEDRO ANTONIO OCHOA DE LA OSSA  sec.infraestructura@puertolibertador-cordoba.gov.co     secretariadeinfraestructura@puertolibertador-cordoba.gov.co
25101914 - 40161533 - 76121501,CONTRATACIÓN PARA LA RECOLECCIÓN DE DESECHOS SÓLIDOS EN LOS BARRIOS NO CONCESIONADOS CON SEACOR,Abril - Junio,2 Meses,Contratación directa,SGP APSB,348926000,348926000,N/A,N/A,"PEDRO ANTONIO OCHOA DE LA OSSA
sec.infraestructura@puertolibertador-cordoba.gov.co     secretariadeinfraestructura@puertolibertador-cordoba.gov.co"
72121408 - 72102905 - 72101507,CONTRATACIÓN PARA MANTENIMIENTO Y ADECUACIÓN DE ESCENARIOS DEPORTIVOS Y RECREATIVOS,Junio - Noviembre,6 meses,Contratación directa,SGP Deporte,45000000,45000000,N/A,N/A,PEDRO ANTONIO OCHOA DE LA OSSA  sec.infraestructura@puertolibertador-cordoba.gov.co     secretariadeinfraestructura@puertolibertador-cordoba.gov.co
90141502 - 90141602 - 90141603 - 90141703,"CONTRATACIÓN PARA LA REALIZAR TORNEOS DEPORTIVOS TANTO EN EL ÁREA URBANA Y EN LA RURAL (FUTBOL, MICROFUTBOL,  VOLEIBOL)",Febrero - Diciembre,11 Meses,Contratación directa,SGP Deporte,93000000,93000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
90141603,CONTRATACIÓN DE INSTRUCTORES PARA LA PRÁCTICA DEL DEPORTE Y RECREACIÓN DEL ADULTO MAYOR,Marzo,3 meses,Contratación directa,SGP Deporte,10779000,10779000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
49221501 - 49221505 - 49221506 - 49221530 - 72121408,ONTRATACIÓN PARA LA DOTACIÓN DE ESCENARIOS DEPORTIVOS E IMPLEMENTACIÓN PARA LA PRÁCTICA DEL DEPORTE DEL ADULTO MAYOR,Marzo - Diciembre,9 Meses,Contratación directa,SGP Deporte,22000000,22000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
24102011 - 56101507 - 83121501,CONTRATACIÓN PARA LA DOTACIÓN DE LA BIBLIOTECA MUNICIPAL,Junio,3 meses,Concurso de Méritos,Otros,44024000,44024000,N/A,N/A,SECRETAÍA DE DESARROLLO SOCIAL
80141903 - 86101712 - 90151603 - 93141514 - 93141703 - 94121602 - 94121704,CONTRATACIÓN PARA EL FOMENTO Y APOYO DE EXPRESIONES ARTÍSTICAS Y CULTURALES DEL MUNICIPIO,Junio -Julio,3 meses,Contratación directa,SGP Cultura,103084000,103084000,N/A,N/A,SECRETARÍA DESARROLLO SOCIAL
93141501 - 93141502 - 93141513 - 93142001 - 93142002,CONTRATACIÓN PARA LA TITULACIÓN Y LEGALIZACIOÓN DE PREDIOS,Febrero - Diciembre,11 Meses,Contratación directa,"SGP Libre Destinación 42% Mpios 4, 5 y 6 Cat",30000000,30000000,N/A,N/A,PEDRO ANTONIO OCHOA DE LA OSSA  sec.infraestructura@puertolibertador-cordoba.gov.co     secretariadeinfraestructura@puertolibertador-cordoba.gov.co
84111502 - 84111503 - 84111508 - 84111802,"CONTRATACIÓN Y/O CONVENIOS PARA ASESORÍAS A DIRECTIVOS Y SOCIOS EN TEMAS CONTABLES, LEGALES Y COMERCIALES",Abril - Agosto,4 meses,Contratación directa,SGP Libre Inversion,20000000,20000000,N/A,N/A,Luis Enrique Cortés Montalvo  secretariadehacienda@puertolibertador-cordoba.gov.co
70141501 - 70141506 - 70141515 - 70141517 - 70121601 - 70121605 - 70121801,CONTRATACIÓN Y/O CONVENIOS PARA APOYO LOGÍSTICO Y COMERCIAL A LAS ASOCIACIONES DE ASCAP Y AFAPUL,Marzo - Abril,1 mes,Contratación directa,SGP Libre Inversion,20000000,20000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
70141501 - 70141506 - 70141515 - 70141517 - 70121601 - 70121605 - 70121801,CONTRATACIÓN Y/O CONVENIOS ASISTENCIA TÉCNICA INTEGRAL A CAMPESINOS AGREMIADOS EN ASCAP,Marzo - Junio,3 meses,Contratación directa,SGP Libre Inversion,20000000,20000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
70141501 - 70141506 - 70141515 - 70141517 - 70121601 - 70121605 - 70121801,CONTRATACIÓN Y/O CONVENIOS ASISTENCIA TÉCNICA INTEGRAL A CAMPESINOS AGREMIADOS EN AFAPUL,Marzo - Junio,3 meses,Contratación directa,SGP Libre Inversion,20000000,20000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
70141501 - 70141506 - 70141515 - 70141517 - 70121601 - 70121605 - 70121801,CONTRATACIÓN Y/O CONVENIOS PARA ASISTENCIA TECNICA INTEGRAL A CAMPESINOS AGREMIADOS EN ESPERANZAS CAMPESINAS,Marzo - Junio,3 meses,Contratación directa,SGP Libre Inversion,20000000,20000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
80111600,PRESTACION DE SERVICIO DE TRANSPORTE PARA LA ADMINISTRACION MUNICIPAL,ENERO A DICIEMBRE,12 MESES,CONTRATACION DURECTA,RECURSOS PROPIOS,600000000,600000000,N/A,N/A,SECRETARIA GENERAL
80111600,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA LA ASESORIA Y CONSULTORIA EN LA ELABORACIÓN DEL MANUAL DE SEGURIDAD DE LA INFORMACIÓN,ENERO A DICIEMBRE,13 MESES,CONTRATACION DURECTA,RECURSOS PROPIOS,40000000,40000000,N/A,N/A,"Oficina de Planeacion y las TIC´s
ALBEIRO ANTONIO MARZOLA HOYOS
Jefe de Planeación y las TIC´s"
80111600,PRESTACION DE SERVICIUOS PROFESIONALES PARA CAPACITACION EN MGA WEB BPIN Y PLANEACIÓN,ENERO A DICIEMBRE,14 MESES,CONTRATACION DIRECTA,RECURSOS PROPIOS,40000000,40000000,N/A,N/A,"Oficina de Planeacion y las TIC´s
ALBEIRO ANTONIO MARZOLA HOYOS
Jefe de Planeación y las TIC´s"
95111503,CONTRATACION PARA LA CONSTRUCCIÓN Y EL MEJORAMIENTOS DE VÍAS URBANAS Y RURALES,Febrero - Diciembre,11 Meses,Licitación Pública,SGP Libre Inversion,400000000,400000000,N/A,N/A,PEDRO ANTONIO OCHOA DE LA OSSA sec.infraestructura@puertolibertador-cordoba.gov.co     secretariadeinfraestructura@puertolibertador-cordoba.gov.co
8011600,PRESTACION DE SERVICIO DE APOYO A LA SECRETARIA DE DESARROLLO SOCIAL EN LA SUPERVISION DEL CONTRATO DE TRANSPORTE ESCOLAR PARA LOS ESTUDIANTES DE LAS INSTITUCIONES EDUCATIVAS Y CENTROS EDUCATIVOS EN EL MUNICIPIO DE PUERTO LIBERTADOR-CORDOBA,Julio-Agosto,50 Dias calendario escolar,CONTRATACION DIRECTA,ICLD,66281000,66281000,N/A,N/A,Ana Delcy Granados Oyola       secretariadesalud@puertolibertador-cordoba.gov.co
8011600,"PRESTACION DE SERVICIOS PROFESIONALES PARA EL FORTALECIMIENTO DEL EMPRENDIMIENTO, COMO REACTIVACION ECONOMICA, MEDIANTE CAPACITACIONES EN EL AREA CONTABLE, FINANCIERA Y EMPRESARIAL DIRIGIDA A ORGANIZACIONES SOCIALES EN EL MUNICIPIO DE PUERTO LIBERTADOR-CORDOBA",Junio-Septiembre,4 meses,CONTRATACION DIRECTA,ICLD,,,,,Luis Enrique Cortés Montalvo  secretariadehacienda@puertolibertador-cordoba.gov.co
72141100,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS AIRES ACONDICIONADOS, DE LAS DISTINTAS DEPENDENCIAS DE LA ALCALDÍA MUNICIPAL DE PUERTO LIBERTADOR – CÓRDOBA",Junio-Septiembre,4 meses,MINIMA CUANTIA,ICLD,27130017,27130017,N/A,N/A,"Secretaria General.
SAYDYS SHIRLEY GALVAN TOUS"
8011600,APOYO LOGISTICO A LA REGISTRADURIA NACIONAL PARA LAS ELECCIONES PRESIDENCIALES DE COLOMBIA SEGUNDA VUELTA EN EL MUNICIPIO DE PUERTO LIBERTADOR CORDOA,Junio,10 Dias,MINIMA CUANTIA,ICLD,28000000,28000000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
8011600,"CENTRO DE ASESORIAS SERVICIOS Y SUMINISTROS ""CESUR"" R. LEGAL MARTHA ELENA ACOSTA LOPEZ",junio,10 Dias,MINIMA CUANTIA,ICLD,26823700,26823700,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
53102706,SUMINISTRO DE ALIMENTACION A LA REGISTRADURIA NACIONAL PARA LAS ELECCIONES PRESIDENCIALES DE COLOMBIA SEGUNDA VUELTA EN EL MUNICIPIO DE PUERTO LIBERTADOR,Junio,10 Dias,MINIMA CUANTIA,ICLD,26567000,26567000,N/A,N/A,Rafael Iván Martínez Ricardo sec.gobierno@puertolibertador-cordoba.gov.vo
53102706,"SUMINISTRO LIMPIEZA DEL AGUAS NEGRAS Y PLUVIALES ""TEODOLINDA"" INCLUYENDO: TRANSPORTE Y RETIRO DE MATERIAL EN EL BARRIO EL CENTRO DEL MUNICIPIO DE PUERTO LIBERTADOR CORDOBA",Julio,8 Dias,MINIMA CUANTIA,ICLD,27460980,27460980,N/A,N/A,PEDRO ANTONIO OCHOA DE LA OSSA sec.infraestructura@puertolibertador-cordoba.gov.co
72141119,DESARROLLO DE ACCIONES DIRIGIDAS AL MONITOREO RAPIDO DE COBERTURAS DE VACUNACION DE LA CAMPAÑA DE ALTA CALIDAD DE SARAMPION / RUBEOLA EN EL MUNICIPIO DE PUERTO LIBERTADOR CORDOBA,Agosto,1 mes,MINIMA CUANTIA,SGP,28000000,28000000,N/A,N/A,Ana Delcy Granados Oyola       secretariadesalud@puertolibertador-cordoba.gov.co
84131600,ADQUISICION Y/O RENOVACION DE POLIZA DE MANEJO GLOBAL PARA LA ALCALDIA MUNICIPAL DE PUERTO LIBERTAOR CORDOBA. VIGENCIA 2022-2023,Julio,5  Dias,MINIMA CUANTIA,ICLD,25000000,25000000,N/A,N/A,Luis Enrique Cortés Montalvo  secretariadehacienda@puertolibertador-cordoba.gov.co
8011600,"SUMISTRO DE ALIMENTACION ESCOLAR DE ACUERDO A LOS LINEAMIENTOS TECNICOS ADMINISTRATIVOS Y FINANCIEROS DEFINIDOS POR EL MINISTRIO DE EDUCACION NACIONAL DIRIGIDO A NIÑOS, NIÑAS Y ADOLESCENTES DEL AREA RURAL DE LAS INTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO DE PUERTO LIBERTADOR-CORDOBA",Junio,100 dias calendario escolar,Selección abreviada,SGP,1221130179,1221130179,N/A,N/A,Ana Delcy Granados Oyola       secretariadesalud@puertolibertador-cordoba.gov.co
8011600,SERVICO DE TRANSPORTE ESCOLAR PARA ESTUDIANTES DE LAS INSTITUCIONES EDUCATIVAS Y CENTROS EDUCATIVOS DEL MUNICIPIO DE PUERTO LIBERTADOR-CORDOBA,Junio,50 dias calendario escolar,LICITACION PUBLICA,SGP,960860000,960860000,N/A,N/A,Ana Delcy Granados Oyola       secretariadesalud@puertolibertador-cordoba.gov.co
70171701,MEJORAMIENTO DE VÍAS RURALES MEDIANTE LA CONSTRUCCIÓN DE PLACA HUELLA EN EL CORREGIMIENTO DE PUERTO BELÉN MUNICIPIO DE PUERTO LIBERTADOR - CÓRDOBA,Junio,4 Meses,ASIGNACIONES DIRECTAS,SGR,2374122618,2374122618,N/A,N/A,PEDRO ANTONIO OCHOA DE LA OSSA sec.infraestructura@puertolibertador-cordoba.gov.co
70171701,INTERVENTORÍA AL MEJORAMIENTO DE VÍAS RURALES MEDIANTE LA CONSTRUCCIÓN DE PLACA HUELLA EN EL CORREGIMIENTO DE PUERTO BELÉN MUNICIPIO DE PUERTO LIBERTADOR - CÓRDOBA.,Junio,4 Meses,ASIGNACIONES DIRECTAS,SGR,166933200,166933200,N/A,N/A,PEDRO ANTONIO OCHOA DE LA OSSA sec.infraestructura@puertolibertador-cordoba.gov.co
